50.00	48.00	46.00	44.00	42.00	40.00	38.00	36.00	34.00	32.00	30.00	28.00	26.00	24.00	22.00	20.00	18.00	16.00	14.00	12.00	10.00	8.00	6.00	4.00	2.00	0.00	-2.00	-4.00	-6.00	-8.00	-10.00	-12.00	-14.00	-16.00	-18.00	-20.00	-22.00	-24.00	-26.00	-28.00	-30.00	-32.00	-34.00	-36.00	-38.00	-40.00	-42.00	-44.00	-46.00	-48.00	-50.00	
50.00	46.76	44.96	43.16	41.31	39.43	37.53	35.61	33.67	31.73	29.78	27.82	25.85	23.87	21.89	19.90	17.90	15.89	13.88	11.86	9.83	7.80	5.76	3.72	1.67	-0.37	-2.42	-4.46	-6.51	-8.55	-10.58	-12.61	-14.63	-16.65	-18.66	-20.66	-22.65	-24.63	-26.61	-28.57	-30.53	-32.48	-34.42	-36.34	-38.25	-40.14	-42.01	-43.83	-45.58	-47.18	-50.00	
50.00	46.55	44.74	42.98	41.18	39.35	37.48	35.60	33.70	31.78	29.85	27.91	25.96	23.99	22.02	20.03	18.03	16.02	14.00	11.97	9.93	7.88	5.82	3.75	1.68	-0.39	-2.46	-4.53	-6.60	-8.66	-10.71	-12.76	-14.79	-16.82	-18.83	-20.83	-22.82	-24.79	-26.76	-28.70	-30.64	-32.56	-34.47	-36.36	-38.23	-40.07	-41.89	-43.65	-45.36	-46.98	-50.00	
50.00	46.44	44.62	42.87	41.10	39.30	37.47	35.61	33.74	31.85	29.94	28.02	26.08	24.13	22.16	20.18	18.18	16.16	14.13	12.09	10.03	7.96	5.88	3.79	1.69	-0.40	-2.50	-4.60	-6.69	-8.78	-10.85	-12.91	-14.96	-17.00	-19.01	-21.01	-23.00	-24.96	-26.91	-28.84	-30.76	-32.66	-34.54	-36.39	-38.23	-40.04	-41.82	-43.56	-45.25	-46.88	-50.00	
50.00	46.39	44.55	42.82	41.06	39.28	37.48	35.65	33.80	31.93	30.04	28.14	26.22	24.28	22.32	20.34	18.34	16.32	14.28	12.22	10.15	8.05	5.95	3.83	1.71	-0.42	-2.55	-4.68	-6.80	-8.91	-11.01	-13.09	-15.15	-17.19	-19.21	-21.21	-23.19	-25.15	-27.08	-29.00	-30.89	-32.77	-34.62	-36.45	-38.26	-40.04	-41.79	-43.51	-45.20	-46.84	-50.00	
50.00	46.36	44.52	42.80	41.06	39.30	37.51	35.71	33.88	32.04	30.17	28.28	26.38	24.45	22.49	20.52	18.52	16.49	14.45	12.37	10.28	8.16	6.03	3.88	1.72	-0.44	-2.61	-4.77	-6.92	-9.06	-11.18	-13.28	-15.36	-17.41	-19.43	-21.43	-23.41	-25.35	-27.28	-29.18	-31.05	-32.90	-34.73	-36.54	-38.32	-40.07	-41.80	-43.51	-45.18	-46.83	-50.00	
50.00	46.36	44.52	42.80	41.08	39.34	37.58	35.80	33.99	32.17	30.32	28.45	26.56	24.64	22.70	20.73	18.73	16.70	14.64	12.55	10.43	8.28	6.12	3.93	1.74	-0.47	-2.67	-4.87	-7.06	-9.23	-11.38	-13.50	-15.59	-17.66	-19.69	-21.68	-23.65	-25.59	-27.50	-29.38	-31.23	-33.06	-34.86	-36.64	-38.40	-40.13	-41.84	-43.53	-45.19	-46.84	-50.00	
50.00	46.37	44.54	42.83	41.13	39.41	37.67	35.91	34.12	32.32	30.50	28.65	26.77	24.87	22.94	20.97	18.97	16.93	14.86	12.75	10.61	8.43	6.22	4.00	1.75	-0.50	-2.75	-4.99	-7.22	-9.43	-11.61	-13.75	-15.86	-17.94	-19.97	-21.97	-23.93	-25.85	-27.74	-29.60	-31.44	-33.24	-35.02	-36.77	-38.50	-40.21	-41.90	-43.57	-45.22	-46.86	-50.00	
50.00	46.39	44.58	42.89	41.20	39.50	37.78	36.04	34.28	32.50	30.70	28.87	27.02	25.13	23.21	21.25	19.25	17.21	15.12	12.99	10.82	8.60	6.35	4.07	1.78	-0.53	-2.83	-5.13	-7.41	-9.66	-11.87	-14.05	-16.18	-18.26	-20.30	-22.30	-24.24	-26.15	-28.02	-29.86	-31.67	-33.45	-35.20	-36.93	-38.63	-40.32	-41.98	-43.63	-45.26	-46.89	-50.00	
50.00	46.42	44.63	42.95	41.28	39.60	37.91	36.20	34.47	32.71	30.94	29.13	27.30	25.43	23.52	21.57	19.58	17.53	15.43	13.28	11.07	8.81	6.51	4.17	1.81	-0.56	-2.93	-5.29	-7.63	-9.93	-12.19	-14.40	-16.55	-18.64	-20.68	-22.67	-24.60	-26.49	-28.34	-30.15	-31.93	-33.68	-35.40	-37.10	-38.78	-40.44	-42.08	-43.70	-45.32	-46.92	-50.00	
50.00	46.46	44.69	43.03	41.39	39.73	38.06	36.38	34.68	32.95	31.20	29.43	27.62	25.77	23.89	21.95	19.96	17.91	15.80	13.62	11.37	9.06	6.69	4.28	1.84	-0.61	-3.06	-5.49	-7.89	-10.26	-12.57	-14.81	-16.98	-19.08	-21.12	-23.09	-25.01	-26.87	-28.69	-30.48	-32.22	-33.94	-35.63	-37.30	-38.94	-40.57	-42.19	-43.79	-45.38	-46.96	-50.00	
50.00	46.51	44.76	43.13	41.51	39.88	38.24	36.58	34.91	33.22	31.50	29.76	27.98	26.17	24.30	22.39	20.41	18.37	16.24	14.04	11.74	9.37	6.92	4.41	1.88	-0.66	-3.20	-5.72	-8.21	-10.65	-13.02	-15.30	-17.49	-19.60	-21.62	-23.58	-25.47	-27.30	-29.09	-30.83	-32.54	-34.22	-35.88	-37.51	-39.13	-40.72	-42.31	-43.89	-45.45	-47.01	-50.00	
50.00	46.56	44.83	43.23	41.64	40.04	38.43	36.81	35.17	33.51	31.84	30.13	28.39	26.61	24.78	22.90	20.94	18.90	16.78	14.54	12.20	9.75	7.19	4.57	1.92	-0.73	-3.37	-6.00	-8.60	-11.14	-13.57	-15.89	-18.10	-20.20	-22.21	-24.13	-25.99	-27.78	-29.52	-31.23	-32.89	-34.53	-36.15	-37.74	-39.32	-40.89	-42.44	-43.99	-45.53	-47.06	-50.00	
50.00	46.62	44.92	43.34	41.78	40.21	38.64	37.05	35.45	33.84	32.20	30.54	28.85	27.12	25.33	23.48	21.56	19.55	17.42	15.18	12.78	10.23	7.52	4.74	1.96	-0.81	-3.57	-6.33	-9.06	-11.74	-14.26	-16.61	-18.82	-20.90	-22.88	-24.76	-26.57	-28.31	-30.00	-31.65	-33.27	-34.86	-36.43	-37.99	-39.53	-41.06	-42.58	-44.10	-45.61	-47.11	-50.00	
50.00	46.68	45.01	43.46	41.93	40.40	38.86	37.31	35.76	34.19	32.60	30.99	29.36	27.68	25.95	24.16	22.28	20.31	18.21	15.97	13.55	10.87	7.89	4.90	1.97	-0.91	-3.79	-6.68	-9.61	-12.54	-15.14	-17.49	-19.67	-21.71	-23.64	-25.47	-27.21	-28.89	-30.52	-32.11	-33.67	-35.21	-36.73	-38.24	-39.74	-41.24	-42.72	-44.21	-45.69	-47.16	-50.00	
50.00	46.74	45.10	43.59	42.09	40.59	39.09	37.59	36.08	34.56	33.03	31.48	29.91	28.30	26.65	24.93	23.13	21.21	19.16	16.95	14.60	11.67	7.88	4.66	1.65	-1.30	-4.24	-7.25	-10.42	-13.96	-16.54	-18.56	-20.67	-22.65	-24.51	-26.25	-27.92	-29.52	-31.07	-32.59	-34.09	-35.57	-37.04	-38.50	-39.96	-41.42	-42.87	-44.32	-45.77	-47.22	-50.00	
50.00	46.80	45.20	43.71	42.25	40.79	39.33	37.87	36.41	34.95	33.48	32.00	30.51	28.99	27.43	25.81	24.10	22.27	20.28	18.11	16.39	14.50	8.62	5.33	2.29	-0.66	-3.60	-6.59	-9.72	-15.52	-18.34	-20.01	-21.83	-23.71	-25.49	-27.13	-28.68	-30.18	-31.65	-33.09	-34.52	-35.94	-37.35	-38.77	-40.18	-41.60	-43.01	-44.43	-45.85	-47.27	-50.00	
50.00	46.86	45.29	43.84	42.41	40.99	39.57	38.16	36.75	35.35	33.95	32.55	31.14	29.72	28.28	26.79	25.22	23.49	21.42	19.62	18.48	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-19.47	-21.30	-23.35	-25.12	-26.61	-28.08	-29.49	-30.88	-32.24	-33.60	-34.95	-36.31	-37.66	-39.03	-40.40	-41.77	-43.15	-44.54	-45.93	-47.32	-50.00	
50.00	46.92	45.38	43.96	42.57	41.18	39.81	38.44	37.09	35.75	34.42	33.11	31.80	30.49	29.19	27.87	26.54	25.47	23.86	20.19	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-21.06	-24.69	-26.97	-27.86	-29.07	-30.33	-31.58	-32.84	-34.10	-35.38	-36.66	-37.96	-39.27	-40.60	-41.94	-43.28	-44.64	-46.00	-47.37	-50.00	
50.00	46.98	45.47	44.08	42.72	41.37	40.04	38.72	37.42	36.14	34.89	33.66	32.46	31.27	30.11	28.98	27.97	27.54	27.54	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-28.20	-28.20	-29.10	-30.03	-31.15	-32.28	-33.42	-34.59	-35.78	-37.00	-38.24	-39.50	-40.79	-42.09	-43.40	-44.73	-46.07	-47.41	-50.00	
50.00	47.03	45.55	44.19	42.86	41.54	40.25	38.98	37.73	36.51	35.34	34.19	33.10	32.04	31.01	29.97	29.22	28.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-28.99	-30.21	-31.07	-31.96	-32.95	-33.97	-35.04	-36.15	-37.30	-38.49	-39.71	-40.95	-42.22	-43.51	-44.81	-46.12	-47.44	-50.00	
50.00	47.08	45.62	44.29	42.98	41.70	40.44	39.21	38.01	36.85	35.74	34.69	33.70	32.78	31.94	31.32	30.48	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-30.98	-32.19	-32.77	-33.56	-34.46	-35.43	-36.47	-37.56	-38.70	-39.88	-41.09	-42.33	-43.59	-44.87	-46.17	-47.47	-50.00	
50.00	47.12	45.68	44.37	43.09	41.83	40.60	39.40	38.25	37.14	36.09	35.12	34.23	33.46	32.85	32.69	32.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-33.01	-33.01	-33.42	-34.07	-34.86	-35.75	-36.72	-37.77	-38.87	-40.01	-41.20	-42.41	-43.66	-44.92	-46.20	-47.49	-50.00	
50.00	47.15	45.73	44.44	43.17	41.93	40.73	39.56	38.43	37.37	36.37	35.45	34.64	33.97	33.46	33.31	33.31	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-33.54	-33.54	-33.87	-34.42	-35.14	-35.97	-36.90	-37.91	-38.98	-40.10	-41.27	-42.47	-43.70	-44.95	-46.22	-47.50	-50.00	
50.00	47.17	45.76	44.48	43.23	42.00	40.81	39.66	38.56	37.52	36.55	35.67	34.91	34.28	33.83	33.66	33.66	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-33.82	-33.82	-34.11	-34.62	-35.29	-36.09	-36.99	-37.98	-39.03	-40.14	-41.30	-42.49	-43.72	-44.96	-46.23	-47.51	-50.00	
50.00	47.18	45.78	44.50	43.26	42.04	40.86	39.71	38.62	37.59	36.63	35.77	35.02	34.41	33.96	33.77	33.77	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-33.86	-33.86	-34.14	-34.64	-35.30	-36.09	-36.99	-37.97	-39.02	-40.13	-41.29	-42.48	-43.71	-44.96	-46.22	-47.50	-50.00	
50.00	47.18	45.78	44.50	43.26	42.04	40.85	39.71	38.61	37.58	36.61	35.74	34.98	34.35	33.89	33.65	33.65	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	-33.67	-33.67	-33.97	-34.49	-35.17	-35.98	-36.89	-37.89	-38.96	-40.08	-41.24	-42.44	-43.68	-44.93	-46.20	-47.49	-50.00	
