100.00	98.00	96.00	94.00	92.00	90.00	88.00	86.00	84.00	82.00	80.00	78.00	76.00	74.00	72.00	70.00	68.00	66.00	64.00	62.00	60.00	58.00	56.00	54.00	52.00	50.00	48.00	46.00	44.00	42.00	40.00	38.00	36.00	34.00	32.00	30.00	28.00	26.00	24.00	22.00	20.00	18.00	16.00	14.00	12.00	10.00	8.00	6.00	4.00	2.00	0.00	-2.00	-4.00	-6.00	-8.00	-10.00	-12.00	-14.00	-16.00	-18.00	-20.00	-22.00	-24.00	-26.00	-28.00	-30.00	-32.00	-34.00	-36.00	-38.00	-40.00	-42.00	-44.00	-46.00	-48.00	-50.00	-52.00	-54.00	-56.00	-58.00	-60.00	-62.00	-64.00	-66.00	-68.00	-70.00	-72.00	-74.00	-76.00	-78.00	-80.00	-82.00	-84.00	-86.00	-88.00	-90.00	-92.00	-94.00	-96.00	-98.00	-100.00	
100.00	97.99	95.98	93.98	91.97	89.96	87.95	85.95	83.94	81.93	79.93	77.92	75.91	73.91	71.90	69.90	67.89	65.89	63.88	61.88	59.88	57.87	55.87	53.87	51.87	49.87	47.87	45.87	43.87	41.87	39.87	37.87	35.88	33.88	31.88	29.89	27.89	25.90	23.90	21.91	19.92	17.92	15.93	13.94	11.95	9.96	7.97	5.97	3.98	1.99	0.00	-1.99	-3.98	-5.97	-7.96	-9.96	-11.95	-13.94	-15.93	-17.92	-19.92	-21.91	-23.90	-25.90	-27.89	-29.89	-31.88	-33.88	-35.88	-37.87	-39.87	-41.87	-43.87	-45.87	-47.87	-49.87	-51.87	-53.87	-55.87	-57.87	-59.88	-61.88	-63.88	-65.89	-67.89	-69.90	-71.90	-73.91	-75.91	-77.92	-79.93	-81.93	-83.94	-85.95	-87.95	-89.96	-91.97	-93.98	-95.98	-97.99	-100.00	
100.00	97.98	95.97	93.95	91.94	89.92	87.91	85.89	83.88	81.86	79.85	77.84	75.83	73.81	71.80	69.79	67.78	65.77	63.77	61.76	59.75	57.75	55.74	53.74	51.73	49.73	47.73	45.73	43.73	41.74	39.74	37.75	35.75	33.76	31.77	29.78	27.79	25.80	23.81	21.82	19.84	17.85	15.86	13.88	11.90	9.91	7.93	5.95	3.96	1.98	0.00	-1.98	-3.96	-5.95	-7.93	-9.91	-11.89	-13.88	-15.86	-17.85	-19.83	-21.82	-23.81	-25.80	-27.78	-29.77	-31.77	-33.76	-35.75	-37.74	-39.74	-41.74	-43.73	-45.73	-47.73	-49.73	-51.73	-53.74	-55.74	-57.74	-59.75	-61.76	-63.76	-65.77	-67.78	-69.79	-71.80	-73.81	-75.83	-77.84	-79.85	-81.86	-83.88	-85.89	-87.91	-89.92	-91.94	-93.95	-95.97	-97.98	-100.00	
100.00	97.98	95.95	93.93	91.91	89.88	87.86	85.84	83.82	81.80	79.78	77.76	75.74	73.72	71.70	69.69	67.67	65.66	63.65	61.64	59.63	57.62	55.61	53.60	51.60	49.60	47.60	45.60	43.60	41.60	39.61	37.62	35.63	33.64	31.65	29.66	27.68	25.69	23.71	21.73	19.75	17.77	15.80	13.82	11.84	9.87	7.89	5.92	3.95	1.97	0.00	-1.97	-3.95	-5.92	-7.89	-9.87	-11.84	-13.82	-15.79	-17.77	-19.75	-21.73	-23.71	-25.69	-27.68	-29.66	-31.65	-33.64	-35.62	-37.62	-39.61	-41.60	-43.60	-45.60	-47.60	-49.60	-51.60	-53.60	-55.61	-57.62	-59.62	-61.63	-63.65	-65.66	-67.67	-69.69	-71.70	-73.72	-75.74	-77.76	-79.78	-81.80	-83.82	-85.84	-87.86	-89.88	-91.91	-93.93	-95.95	-97.98	-100.00	
100.00	97.97	95.94	93.91	91.87	89.84	87.81	85.78	83.76	81.73	79.70	77.67	75.65	73.63	71.60	69.58	67.56	65.54	63.53	61.51	59.50	57.49	55.48	53.47	51.47	49.46	47.46	45.46	43.46	41.47	39.48	37.49	35.50	33.51	31.53	29.55	27.57	25.59	23.61	21.64	19.67	17.70	15.73	13.76	11.79	9.82	7.86	5.89	3.93	1.97	0.00	-1.96	-3.93	-5.89	-7.86	-9.82	-11.79	-13.76	-15.72	-17.69	-19.66	-21.64	-23.61	-25.59	-27.57	-29.55	-31.53	-33.51	-35.50	-37.49	-39.48	-41.47	-43.46	-45.46	-47.46	-49.46	-51.46	-53.47	-55.48	-57.49	-59.50	-61.51	-63.53	-65.54	-67.56	-69.58	-71.60	-73.62	-75.65	-77.67	-79.70	-81.73	-83.76	-85.78	-87.81	-89.84	-91.87	-93.91	-95.94	-97.97	-100.00	
100.00	97.96	95.92	93.88	91.84	89.80	87.77	85.73	83.69	81.66	79.62	77.59	75.56	73.53	71.50	69.47	67.45	65.43	63.41	61.39	59.37	57.36	55.34	53.33	51.33	49.32	47.32	45.32	43.33	41.33	39.34	37.36	35.37	33.39	31.41	29.43	27.46	25.48	23.51	21.55	19.58	17.62	15.66	13.70	11.74	9.78	7.82	5.87	3.91	1.96	0.00	-1.95	-3.91	-5.86	-7.82	-9.78	-11.73	-13.69	-15.65	-17.61	-19.58	-21.54	-23.51	-25.48	-27.45	-29.43	-31.41	-33.39	-35.37	-37.35	-39.34	-41.33	-43.32	-45.32	-47.32	-49.32	-51.33	-53.33	-55.34	-57.35	-59.37	-61.38	-63.40	-65.42	-67.45	-69.47	-71.50	-73.53	-75.56	-77.59	-79.62	-81.66	-83.69	-85.73	-87.77	-89.80	-91.84	-93.88	-95.92	-97.96	-100.00	
100.00	97.95	95.90	93.86	91.81	89.76	87.72	85.67	83.63	81.59	79.55	77.51	75.47	73.43	71.40	69.37	67.33	65.31	63.28	61.26	59.24	57.22	55.21	53.20	51.19	49.18	47.18	45.18	43.19	41.19	39.21	37.22	35.24	33.26	31.28	29.31	27.34	25.38	23.41	21.45	19.49	17.54	15.58	13.63	11.68	9.73	7.78	5.84	3.89	1.95	0.00	-1.94	-3.89	-5.83	-7.78	-9.73	-11.68	-13.63	-15.58	-17.53	-19.49	-21.45	-23.41	-25.37	-27.34	-29.31	-31.28	-33.26	-35.24	-37.22	-39.20	-41.19	-43.18	-45.18	-47.18	-49.18	-51.18	-53.19	-55.20	-57.22	-59.24	-61.26	-63.28	-65.31	-67.33	-69.36	-71.40	-73.43	-75.47	-77.51	-79.54	-81.59	-83.63	-85.67	-87.72	-89.76	-91.81	-93.86	-95.90	-97.95	-100.00	
100.00	97.94	95.89	93.83	91.78	89.72	87.67	85.62	83.57	81.52	79.47	77.42	75.38	73.33	71.29	69.25	67.22	65.19	63.16	61.13	59.10	57.08	55.07	53.05	51.04	49.04	47.04	45.04	43.04	41.05	39.06	37.08	35.10	33.13	31.16	29.19	27.23	25.27	23.31	21.35	19.40	17.45	15.51	13.57	11.62	9.68	7.75	5.81	3.87	1.94	0.00	-1.93	-3.87	-5.80	-7.74	-9.68	-11.62	-13.56	-15.50	-17.45	-19.40	-21.35	-23.30	-25.26	-27.22	-29.19	-31.15	-33.12	-35.10	-37.08	-39.06	-41.05	-43.04	-45.03	-47.03	-49.03	-51.04	-53.05	-55.06	-57.08	-59.10	-61.13	-63.15	-65.18	-67.22	-69.25	-71.29	-73.33	-75.37	-77.42	-79.47	-81.51	-83.56	-85.62	-87.67	-89.72	-91.78	-93.83	-95.89	-97.94	-100.00	
100.00	97.94	95.87	93.81	91.74	89.68	87.62	85.56	83.50	81.44	79.39	77.33	75.28	73.23	71.18	69.14	67.10	65.06	63.03	61.00	58.97	56.94	54.92	52.91	50.90	48.89	46.89	44.89	42.89	40.91	38.92	36.94	34.96	32.99	31.03	29.06	27.11	25.15	23.20	21.25	19.31	17.37	15.43	13.50	11.57	9.64	7.71	5.78	3.85	1.93	0.00	-1.92	-3.85	-5.77	-7.70	-9.63	-11.56	-13.49	-15.43	-17.37	-19.31	-21.25	-23.20	-25.15	-27.10	-29.06	-31.02	-32.99	-34.96	-36.94	-38.92	-40.90	-42.89	-44.88	-46.88	-48.89	-50.89	-52.90	-54.92	-56.94	-58.96	-60.99	-63.02	-65.06	-67.10	-69.14	-71.18	-73.23	-75.28	-77.33	-79.38	-81.44	-83.50	-85.56	-87.62	-89.68	-91.74	-93.81	-95.87	-97.94	-100.00	
100.00	97.93	95.85	93.78	91.71	89.64	87.57	85.50	83.43	81.37	79.30	77.24	75.18	73.13	71.07	69.02	66.98	64.93	62.89	60.86	58.83	56.80	54.78	52.76	50.75	48.74	46.73	44.74	42.74	40.75	38.77	36.79	34.82	32.85	30.89	28.93	26.98	25.03	23.09	21.15	19.21	17.28	15.35	13.43	11.50	9.58	7.67	5.75	3.83	1.92	0.00	-1.91	-3.83	-5.74	-7.66	-9.58	-11.50	-13.42	-15.35	-17.28	-19.21	-21.14	-23.08	-25.03	-26.98	-28.93	-30.89	-32.85	-34.82	-36.79	-38.77	-40.75	-42.74	-44.73	-46.73	-48.73	-50.74	-52.76	-54.77	-56.80	-58.82	-60.85	-62.89	-64.93	-66.97	-69.02	-71.07	-73.12	-75.18	-77.24	-79.30	-81.36	-83.43	-85.50	-87.57	-89.64	-91.71	-93.78	-95.85	-97.93	-100.00	
